order_id,country, order_value_EUR , cost ,Date,category,customer_name,sales_manager,sales_rep,device_type
22-7587128,Sweden,67161.99,55764.6,20-09-2019,Electronics,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Tarrah Castelletti,PC
36-7597839,Ireland,168178.03,142665.42,29-04-2020,Clothing,Walter LLC,Glenine Suttaby,Bunnie Tonbridge,PC
16-2824654,Sweden,42611.78,35755.54,12-03-2020,Clothing,Walter LLC,Maxie Marrow,Tarrah Castelletti,Mobile
49-1743669,Sweden,166507.76,143896.01,27-08-2020,Accessories,Labadie and Sons,Maxie Marrow,Madelon Bront,PC
48-7252604,Spain,131409.9,115325.33,15-11-2020,Electronics,McClure Inc,Emalia Dinse,Bertha Walbrook,PC
07-1769568,Portugal,133072,108600.06,28-10-2020,Outdoors,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,PC
57-5645459,Finland,180250.02,147354.39,03-06-2019,Electronics,"Hartmann, Hane and Pfannerstill",Hube Corey,Mellicent Mattys,PC
13-0740797,Portugal,48090.78,42040.96,19-03-2020,Books,Kihn Inc,Celine Tumasian,Corene Shirer,PC
34-9966345,Sweden,168530.22,136981.36,16-05-2020,Appliances,West-Cummings,Maxie Marrow,Tarrah Castelletti,PC
91-6738094,Sweden,36785.28,30546.5,31-08-2019,Appliances,Johns and Sons,Maxie Marrow,Anita Woakes,PC
32-9007470,Ireland,126409.18,104692.08,04-10-2020,Smartphones,Dibbert Inc,Glenine Suttaby,Bunnie Tonbridge,PC
68-6382353,Portugal,49990.72,42927.03,04-01-2020,Electronics,"Rowe, Hermiston and Kessler",Celine Tumasian,Smitty Culverhouse,PC
88-5406813,Sweden,36644.05,30491.51,20-11-2020,Clothing,Larkin-Collier,Maxie Marrow,Caro Morfield,PC
42-2765593,Sweden,115226.8,94336.18,15-05-2019,Beauty,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,PC
76-0724533,Finland,154078.75,131336.73,05-09-2020,Books,"Lueilwitz, Kerluke and Lesch",Hube Corey,Wat Bowkley,PC
45-3965395,Bulgaria,80328.16,65836.96,23-09-2020,Games,"Hermiston, Simonis and Wisoky",Charil Alpe,Bernadine Fullagar,PC
46-6126203,Portugal,99832.12,84128.53,15-05-2019,Appliances,Romaguera-Haley,Celine Tumasian,Aurelie Wren,PC
27-7554919,Finland,133057.07,113351.32,03-05-2020,Other,Romaguera-Dietrich,Hube Corey,Wat Bowkley,PC
59-1230573,Ireland,80719.44,64422.19,09-02-2019,Appliances,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,PC
45-2229786,France,124534.96,107012.89,18-07-2020,Books,"Dickinson, Hyatt and Berge",Othello Bowes,Maighdiln Upcraft,PC
62-7218897,Sweden,67611.54,56191.95,30-10-2019,Clothing,Kihn Inc,Maxie Marrow,Caro Morfield,PC
55-4161787,France,132760.25,105039.91,07-01-2020,Beauty,"Swaniawski, Runolfsson and Green",Othello Bowes,Crysta Halls,PC
56-2537757,France,177802.7,155079.51,18-07-2019,Other,Larkin-Collier,Othello Bowes,Amelina Piscopiello,PC
20-0021649,Bulgaria,98963.03,80367.88,12-10-2020,Accessories,Wyman Group,Charil Alpe,Bernadine Fullagar,PC
93-2627296,Bulgaria,126582.5,103683.73,17-02-2020,Beauty,"Rowe, Hermiston and Kessler",Charil Alpe,Bernadine Fullagar,PC
56-2408571,Portugal,141965.11,119193.91,18-09-2019,Beauty,Friesen and Sons,Celine Tumasian,Hortense Gerring,PC
80-3206606,Ireland,167301.52,147074.77,06-05-2019,Outdoors,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Bunnie Tonbridge,PC
48-3190394,France,133985.91,116741.92,15-01-2019,Clothing,Kihn Inc,Othello Bowes,Amelina Piscopiello,PC
38-6130023,France,91540.03,74916.36,09-09-2019,Clothing,Kihn Inc,Othello Bowes,Ora Grennan,PC
38-2969743,UK,146055.05,117822.61,07-10-2019,Clothing,"Hartmann, Hane and Pfannerstill",Jessamine Apark,Winny Agnolo,Tablet
48-8166416,Sweden,113586.11,91641.27,19-02-2019,Outdoors,Labadie and Sons,Maxie Marrow,Tarrah Castelletti,Mobile
33-4102367,Ireland,135662.46,116764.68,02-05-2020,Beauty,Corwin and Sons,Glenine Suttaby,Palm Wetherald,PC
44-5240815,Portugal,113781.45,91104.81,08-10-2019,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,PC
70-9378988,France,111462.88,94130.4,03-09-2020,Outdoors,Romaguera-Dietrich,Othello Bowes,Avrit Chanders,Tablet
84-9385946,UK,34748.75,27475.84,27-09-2020,Smartphones,Wiza and Sons,Jessamine Apark,Genevra Charrisson,Tablet
00-1210718,UK,137306.45,108732.98,04-09-2020,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,PC
92-7917751,Portugal,148212.23,123030.97,10-09-2019,Clothing,Corwin and Sons,Celine Tumasian,Brynn Dempster,PC
91-3344544,Portugal,159057.92,139923.25,24-10-2020,Smartphones,Johns and Sons,Celine Tumasian,Brynn Dempster,PC
28-1840061,Sweden,146226.36,117916.94,18-10-2020,Smartphones,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,PC
20-7532198,Portugal,201537.12,166127.05,10-06-2020,Outdoors,Connelly-Mohr,Celine Tumasian,Brynn Dempster,PC
96-7618409,Portugal,242192.19,213104.91,02-07-2019,Accessories,"Schowalter, Lesch and Beahan",Celine Tumasian,Smitty Culverhouse,PC
47-8186791,Luxembourg,172397.66,139986.9,27-01-2019,Clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,PC
61-8262308,Belgium,152370.57,128478.86,20-11-2019,Games,"Swaniawski, Runolfsson and Green",Lambert Norheny,Collin Mackness,PC
39-1945268,Portugal,137419.3,117658.4,15-05-2020,Games,Hane Inc,Celine Tumasian,Smitty Culverhouse,Mobile
70-1769929,France,67594.1,54920.21,26-09-2019,Other,"Rowe, Hermiston and Kessler",Othello Bowes,Amelina Piscopiello,PC
65-0414599,Luxembourg,72002.26,56996.99,17-01-2019,Appliances,McGlynn-Prosacco,Ilsa Kob,Jocelyn Laurentino,PC
44-0517932,France,159926.16,126453.61,12-09-2020,Beauty,McGlynn-Prosacco,Othello Bowes,Ora Grennan,Mobile
74-1131921,France,65193.88,53113.45,04-10-2019,Beauty,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC
74-8625042,Portugal,105374.44,89779.02,18-02-2020,Electronics,Stehr LLC,Celine Tumasian,Brynn Dempster,PC
36-0185776,UK,83097.4,68148.18,22-03-2019,Clothing,Corwin and Sons,Jessamine Apark,Jay Morefield,Tablet
98-4157323,Sweden,139682.07,113212.32,18-01-2020,Games,Tromp LLC,Maxie Marrow,Anita Woakes,PC
36-8783637,France,81095.39,64316.75,08-09-2020,Games,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,PC
34-0286364,Bulgaria,91108.56,74089.48,24-06-2020,Appliances,Stehr LLC,Charil Alpe,Shermy McGready,PC
82-0533747,Luxembourg,47182.43,40576.89,21-02-2020,Smartphones,Kirlin and Sons,Ilsa Kob,Jocelyn Laurentino,PC
59-9184649,Finland,161984.91,138237.92,08-06-2020,Appliances,Romaguera-Dietrich,Hube Corey,Mellicent Mattys,PC
03-3136289,Sweden,116548.17,92119.67,05-05-2020,Clothing,Johns and Sons,Maxie Marrow,Anita Woakes,PC
79-6676714,Portugal,138764.6,111414.1,10-05-2020,Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,PC
82-1082124,France,148405.47,128845.63,27-10-2019,Electronics,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC
79-1331359,Netherlands,138249.77,120277.3,09-08-2019,Games,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC
84-7042200,Portugal,115718.87,100640.7,24-04-2019,Electronics,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,PC
42-5303223,Portugal,194326.7,169005.93,07-07-2019,Books,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile
04-6732680,France,38648.72,32368.3,04-12-2020,Beauty,"Leffler, Prohaska and Streich",Othello Bowes,Crysta Halls,Tablet
84-9167618,Sweden,58010.14,46089.06,11-09-2019,Appliances,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Tarrah Castelletti,PC
47-5319780,France,82697.53,69548.62,12-08-2020,Games,Kihn Inc,Othello Bowes,Avrit Chanders,PC
20-1013432,Sweden,68086.96,58759.05,26-11-2019,Electronics,Stamm-Zulauf,Maxie Marrow,Tarrah Castelletti,PC
87-5540520,Bulgaria,111106.06,93195.76,11-11-2020,Games,"Hermiston, Simonis and Wisoky",Charil Alpe,Bernadine Fullagar,PC
59-3526945,Portugal,227830.33,182173.13,10-06-2020,Books,O'Connell-Mitchell,Celine Tumasian,Aurelie Wren,PC
33-4706706,France,87355.7,74584.3,03-02-2019,Smartphones,Smith Group,Othello Bowes,Crysta Halls,PC
51-9052860,France,164267.72,139069.05,08-10-2020,Appliances,Hilll-Vandervort,Othello Bowes,Crysta Halls,PC
99-9021526,UK,92179.76,74794.66,25-07-2020,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Jay Morefield,Tablet
87-0122224,Sweden,124093.76,105231.51,15-10-2019,Electronics,Armstrong-Little,Maxie Marrow,Anita Woakes,PC
88-1711226,UK,66391.58,52635.24,04-12-2019,Clothing,Friesen and Sons,Jessamine Apark,Winny Agnolo,Mobile
59-5711012,France,197471.1,162577.96,28-06-2019,Appliances,Johns and Sons,Othello Bowes,Crysta Halls,PC
65-0792739,UK,122627.2,100284.52,12-05-2019,Clothing,Wiza and Sons,Jessamine Apark,Winny Agnolo,PC
75-7245546,UK,159052.7,127926.09,01-06-2019,Games,Stamm Inc,Jessamine Apark,Genevra Charrisson,PC
05-0243828,Portugal,85515.6,67959.25,13-10-2019,Games,Larkin-Collier,Celine Tumasian,Brynn Dempster,PC
14-9919657,Portugal,42847.46,34757.86,22-10-2020,Accessories,Morissette Group,Celine Tumasian,Aurelie Wren,PC
47-9191500,France,125499.82,100977.16,08-04-2019,Beauty,"Spencer, Rogahn and Muller",Othello Bowes,Ora Grennan,PC
51-3543971,Finland,222379.49,192869.73,10-07-2019,Beauty,Labadie and Sons,Hube Corey,Mellicent Mattys,Mobile
14-4225824,Portugal,85390.17,74400.46,25-01-2019,Electronics,Stamm-Zulauf,Celine Tumasian,Brynn Dempster,PC
88-1349718,Portugal,97514.7,80790.93,12-02-2020,Appliances,Tillman and Sons,Celine Tumasian,Hortense Gerring,PC
62-5120016,UK,87321.89,69254.99,17-01-2019,Electronics,Tillman and Sons,Jessamine Apark,Winny Agnolo,Mobile
19-4538571,Sweden,205059.8,173029.46,23-06-2020,Electronics,Stehr-Bogan,Maxie Marrow,Caro Morfield,PC
01-1212783,Portugal,105833.52,85312.4,20-03-2019,Smartphones,McGlynn-Prosacco,Celine Tumasian,Corene Shirer,PC
58-8728288,France,40043.11,35109.8,07-09-2020,Appliances,Romaguera-Haley,Othello Bowes,Ora Grennan,PC
95-2190016,Portugal,57859.08,47756.88,08-12-2019,Books,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,Mobile
95-4388709,France,132235.46,114132.43,01-06-2020,Books,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,PC
57-8678621,UK,33724.53,26770.53,30-01-2020,Beauty,Gorczany-Lehner,Jessamine Apark,Winny Agnolo,Mobile
22-4278602,Ireland,36070.76,29339.96,17-05-2019,Other,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,Mobile
98-3280428,Sweden,39457.34,32793,20-10-2020,Beauty,Morissette Group,Maxie Marrow,Anita Woakes,PC
61-4366487,Italy,38536.92,32001.06,28-05-2020,Books,"Spencer, Rogahn and Muller",Piggy Roscrigg,Joshua Prevost,Mobile
55-2128150,France,173829.96,149824.04,23-09-2019,Beauty,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC
60-0610487,Portugal,37521.39,29701.93,18-01-2020,Beauty,Friesen-Rath,Celine Tumasian,Hortense Gerring,PC
02-9253490,Portugal,119409.43,102656.29,25-06-2019,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Hortense Gerring,PC
65-2343846,Denmark,248261.86,206727.65,22-12-2019,Smartphones,Gleichner-Green,Modestia Byfford,Case Desorts,PC
20-0499139,UK,96669.92,76475.57,27-12-2020,Appliances,Johns and Sons,Jessamine Apark,Winny Agnolo,Mobile
32-3994860,France,264149.91,208757.67,20-12-2020,Smartphones,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,PC
72-7973717,Portugal,216863.04,175355.45,24-07-2019,Beauty,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,Tablet
77-0650807,France,140943.88,120633.87,28-05-2020,Appliances,Armstrong-Little,Othello Bowes,Avrit Chanders,Tablet
34-5150360,Luxembourg,82525.61,68446.74,01-03-2019,Clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,PC
73-4726386,Portugal,19622.59,17148.18,06-03-2020,Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Aurelie Wren,PC
78-6165949,Sweden,263713.12,216165.64,30-06-2020,Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Tarrah Castelletti,PC
74-0191565,Portugal,284298.56,229656.38,03-07-2020,Clothing,Stehr LLC,Celine Tumasian,Corene Shirer,PC
02-3364199,Sweden,98320.37,77722.25,23-08-2020,Games,Konopelski LLC,Maxie Marrow,Tarrah Castelletti,Tablet
39-8642490,UK,128112.26,104975.19,09-12-2020,Books,Hessel-Stiedemann,Jessamine Apark,Jay Morefield,PC
50-8357453,France,110878.97,90588.12,06-02-2020,Appliances,Konopelski LLC,Othello Bowes,Amelina Piscopiello,PC
68-6900528,Sweden,66225.71,52437.52,05-09-2020,Books,Larkin-Collier,Maxie Marrow,Alyosha Meah,PC
92-5154775,UK,73727.91,64047.44,11-10-2020,Books,Romaguera-Haley,Jessamine Apark,Winny Agnolo,PC
60-7777080,Denmark,22164.96,17938.1,14-03-2019,Books,Wyman Group,Modestia Byfford,Case Desorts,PC
54-1473475,France,151855.04,129486.79,16-01-2019,Electronics,Considine-Fisher,Othello Bowes,Amelina Piscopiello,PC
51-4531731,Finland,106115.85,93063.6,15-02-2020,Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,Tablet
20-6735303,France,89369,72889.36,02-01-2020,Smartphones,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,PC
97-5858605,Sweden,106076.67,84765.87,10-10-2019,Electronics,Romaguera-Haley,Maxie Marrow,Madelon Bront,Mobile
02-2183787,Netherlands,23290.84,19147.4,25-02-2019,Electronics,Konopelski LLC,Denice Amberg,Nero Harbisher,PC
65-5818172,France,83340.04,73264.23,18-05-2020,Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC
03-8586261,Denmark,39287.29,31708.77,15-03-2019,Games,Tillman and Sons,Modestia Byfford,Cobby Andersen,PC
86-0928074,Bulgaria,124611.61,107776.58,19-09-2020,Electronics,Wiza and Sons,Charil Alpe,Shermy McGready,PC
77-1100434,France,147055.1,126114.45,15-04-2019,Games,Friesen-Rath,Othello Bowes,Crysta Halls,PC
70-7426559,Ireland,130242.41,113050.41,30-12-2020,Smartphones,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC
45-5963143,France,34771.79,28509.39,19-03-2020,Smartphones,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC
94-3590580,Portugal,201573.23,166116.5,05-12-2019,Games,Schuster Inc,Celine Tumasian,Corene Shirer,Mobile
52-5981325,Sweden,71119.23,59220.98,09-03-2019,Books,Johns and Sons,Maxie Marrow,Alyosha Meah,PC
74-7472724,Portugal,115538.34,99686.48,28-01-2020,Games,Larkin-Collier,Celine Tumasian,Smitty Culverhouse,PC
03-3965480,Portugal,144237.38,116111.09,05-11-2020,Books,Johns and Sons,Celine Tumasian,Hortense Gerring,PC
64-4188827,UK,91561.49,78266.76,25-03-2019,Books,Armstrong-Little,Jessamine Apark,Winny Agnolo,PC
66-5572109,Sweden,233858.47,185543.31,02-06-2020,Beauty,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,PC
44-2994974,UK,256388.08,212058.58,05-12-2019,Appliances,Tromp LLC,Jessamine Apark,Jay Morefield,Mobile
30-7981953,UK,125099.05,108473.39,05-03-2020,Books,Dibbert Inc,Jessamine Apark,Genevra Charrisson,PC
82-9740062,UK,121246.32,104005.09,30-05-2020,Books,Altenwerth-Konopelski,Jessamine Apark,Winny Agnolo,PC
28-7069317,Finland,28538.19,24970.92,27-05-2019,Games,Hilll-Vandervort,Hube Corey,Wat Bowkley,PC
65-0441590,France,89930.18,78005.44,26-03-2020,Other,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,PC
60-1991659,Sweden,170457.8,142809.54,14-08-2020,Accessories,"Shanahan, Schaden and Parker",Maxie Marrow,Anita Woakes,PC
15-2948501,UK,166380.74,146049.01,23-06-2020,Smartphones,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC
02-6830973,France,116328.75,93365.45,27-09-2019,Appliances,"Schowalter, Lesch and Beahan",Othello Bowes,Crysta Halls,PC
70-0112393,Germany,230765.62,195435.4,18-07-2019,Beauty,Johns and Sons,Rickard Doogood,Casie MacBain,PC
04-6161825,Portugal,152442.32,122258.74,06-10-2020,Electronics,Johns and Sons,Celine Tumasian,Aurelie Wren,PC
57-4142025,Sweden,325331.99,264592.51,23-12-2019,Games,Altenwerth-Konopelski,Maxie Marrow,Caro Morfield,Mobile
84-9254695,UK,56768.43,47384.61,22-04-2019,Games,Kihn Inc,Jessamine Apark,Winny Agnolo,PC
17-1884075,Portugal,147895.45,120416.48,01-07-2019,Clothing,Wisoky Inc,Celine Tumasian,Hortense Gerring,Mobile
49-6263811,Ireland,57107.26,48232.79,13-02-2020,Outdoors,Altenwerth-Konopelski,Glenine Suttaby,Bunnie Tonbridge,Mobile
78-6287811,France,85337.78,72306.7,04-02-2020,Appliances,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Crysta Halls,Mobile
75-1807214,France,162199.24,130878.57,22-06-2020,Appliances,West-Cummings,Othello Bowes,Avrit Chanders,PC
72-1300449,Sweden,128208.95,111746.92,31-07-2020,Appliances,Dibbert Inc,Maxie Marrow,Alyosha Meah,PC
22-4332301,Germany,86669.23,71580.12,18-03-2020,Appliances,Hessel-Stiedemann,Rickard Doogood,Casie MacBain,PC
42-2477150,Ireland,117288.29,94546.09,04-07-2019,Clothing,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC
18-5234470,France,57292.84,45908.75,03-10-2019,Electronics,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,PC
74-4541594,Portugal,110441.89,90970.98,04-01-2020,Beauty,"Heaney, Gulgowski and Kshlerin",Celine Tumasian,Hortense Gerring,Tablet
16-6855831,UK,53801.73,46785.98,28-09-2019,Games,Johns and Sons,Jessamine Apark,Jay Morefield,PC
46-5327740,UK,308763.51,245714,04-12-2020,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,PC
06-4416964,Portugal,87409.49,70548.2,29-11-2020,Games,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC
46-6076582,Denmark,31936.44,27708.06,17-09-2020,Books,"Hartmann, Hane and Pfannerstill",Modestia Byfford,Cobby Andersen,PC
38-1449694,Sweden,45463.65,36907.39,29-08-2020,Clothing,Schuster Inc,Maxie Marrow,Alyosha Meah,PC
39-3557596,Sweden,112909.4,93940.62,25-04-2019,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC
26-9990483,Portugal,126346.44,103970.49,08-04-2019,Smartphones,Johns and Sons,Celine Tumasian,Corene Shirer,PC
31-7075495,Portugal,109713.84,95769.21,07-05-2020,Smartphones,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,PC
98-5774102,Netherlands,200472.46,170181.07,19-06-2020,Electronics,Wiza and Sons,Denice Amberg,Nero Harbisher,PC
46-5580805,France,35214.85,27985.24,13-03-2019,Electronics,"Lueilwitz, Kerluke and Lesch",Othello Bowes,Ora Grennan,PC
39-6568658,Ireland,161630.62,133991.78,04-04-2019,Appliances,Friesen-Rath,Glenine Suttaby,Palm Wetherald,PC
85-1464621,Portugal,179184.12,142433.46,08-05-2020,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Brynn Dempster,PC
86-6763776,Sweden,80867.18,63982.11,12-02-2019,Books,Dibbert Inc,Maxie Marrow,Anita Woakes,PC
03-7559332,France,96613.06,79242.03,24-04-2019,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC
36-7939842,Portugal,89600.45,70811.24,21-01-2020,Games,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,PC
38-7603760,Portugal,41921.61,34773.98,28-11-2020,Games,Gislason-Stanton,Celine Tumasian,Hortense Gerring,Tablet
11-5630090,UK,151012.12,126080.02,25-08-2020,Accessories,Johns and Sons,Jessamine Apark,Jay Morefield,PC
97-6414953,Portugal,112481.44,96700.29,11-04-2020,Electronics,"Dickinson, Hyatt and Berge",Celine Tumasian,Hortense Gerring,Mobile
64-9816105,France,90228.68,77966.6,27-01-2019,Electronics,Wiza and Sons,Othello Bowes,Avrit Chanders,PC
59-0893568,UK,141552.4,122994.88,17-09-2019,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Winny Agnolo,PC
18-0945763,UK,29783.39,23719.49,27-11-2019,Books,"Schmitt, Purdy and Johnson",Jessamine Apark,Winny Agnolo,PC
26-1771681,Sweden,149938.71,131541.23,24-12-2020,Books,Walter LLC,Maxie Marrow,Madelon Bront,PC
57-6427586,Sweden,103839.74,90683.24,23-08-2020,Books,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,PC
73-3910940,Portugal,30550.32,25457.58,31-05-2019,Beauty,"Farrell, Swaniawski and Crist",Celine Tumasian,Smitty Culverhouse,Mobile
34-8728117,Sweden,24787.65,20454.77,12-02-2019,Other,"Lueilwitz, Kerluke and Lesch",Maxie Marrow,Caro Morfield,PC
53-7680732,France,122468.33,103032.61,08-09-2020,Electronics,Johns and Sons,Othello Bowes,Avrit Chanders,Mobile
86-6380587,Sweden,137026.71,120117.61,26-08-2020,Smartphones,McGlynn-Bergstrom,Maxie Marrow,Anita Woakes,PC
95-1862126,Finland,132246.48,106841.93,02-01-2019,Games,Friesen-Rath,Hube Corey,Mellicent Mattys,PC
41-6241712,Portugal,111551.96,89420.05,06-01-2020,Clothing,Wunsch LLC,Celine Tumasian,Aurelie Wren,PC
32-3418936,France,127946.33,111850.68,09-09-2019,Beauty,"Hamill, Kulas and Roob",Othello Bowes,Crysta Halls,PC
10-1511807,Sweden,78679.6,62416.53,12-10-2019,Games,Stehr LLC,Maxie Marrow,Tarrah Castelletti,PC
66-6360568,UK,86071.63,71198.45,13-11-2019,Electronics,Gislason-Stanton,Jessamine Apark,Genevra Charrisson,Tablet
63-4386955,Portugal,134120.38,105981.92,30-04-2020,Games,McGlynn-Bergstrom,Celine Tumasian,Brynn Dempster,PC
77-3226391,Spain,77855.47,63545.63,13-08-2019,Outdoors,Goldner-Dibbert,Emalia Dinse,Bertha Walbrook,PC
74-9554997,UK,176080.36,153401.21,13-11-2019,Beauty,Tillman and Sons,Jessamine Apark,Jay Morefield,PC
37-0756560,Portugal,159514.03,138872.91,23-09-2020,Clothing,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,PC
19-9649739,France,238850.25,199607.15,30-06-2019,Appliances,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,PC
91-4735064,Sweden,240940.97,195138.09,27-12-2019,Accessories,Wunsch LLC,Maxie Marrow,Tarrah Castelletti,PC
82-1337530,Denmark,109892.92,89441.85,06-05-2020,Books,"Lubowitz, McLaughlin and Erdman",Modestia Byfford,Cobby Andersen,PC
39-3209780,Germany,86704.08,75380.53,05-10-2020,Books,Tillman and Sons,Rickard Doogood,Casie MacBain,PC
18-0483044,Ireland,292124.64,245822.88,09-12-2019,Beauty,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,PC
70-0044622,Bulgaria,122998.65,97476.43,28-01-2020,Games,Armstrong-Little,Charil Alpe,Bernadine Fullagar,PC
43-1236055,Sweden,50646.66,43039.53,01-04-2020,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC
25-6133000,Sweden,89639.28,77788.97,25-01-2019,Clothing,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,PC
78-7666796,Spain,107359.01,90868.67,29-10-2019,Electronics,Kirlin and Sons,Emalia Dinse,Perri Aldersley,PC
45-1867999,Luxembourg,148359.68,118480.04,23-07-2020,Games,"Dickinson, Hyatt and Berge",Ilsa Kob,Jocelyn Laurentino,PC
97-5797169,Finland,177464.83,142717.22,25-01-2020,Outdoors,Gislason-Stanton,Hube Corey,Mellicent Mattys,PC
31-6585710,Portugal,168757.23,136895.86,24-08-2020,Appliances,Labadie and Sons,Celine Tumasian,Aurelie Wren,PC
84-0460695,France,19814.86,16787.15,20-03-2020,Appliances,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,PC
20-4568650,Belgium,46311.34,40564.1,01-03-2020,Accessories,"Heaney, Gulgowski and Kshlerin",Lambert Norheny,Collin Mackness,PC
29-9208067,France,144927.17,122260.56,07-09-2020,Appliances,Romaguera-Dietrich,Othello Bowes,Crysta Halls,PC
21-2357660,Netherlands,203231.73,163052.82,23-12-2019,Books,Schuster Inc,Denice Amberg,Nero Harbisher,PC
16-3842379,Portugal,40467.85,34656.67,28-02-2020,Smartphones,"Swaniawski, Runolfsson and Green",Celine Tumasian,Corene Shirer,Tablet
58-5376153,Sweden,85156.7,69479.35,19-05-2020,Beauty,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Caro Morfield,PC
04-1808253,Portugal,66146.57,56145.21,07-04-2020,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC
44-9036885,Bulgaria,230669.37,182321.07,05-06-2019,Books,Altenwerth-Konopelski,Charil Alpe,Bernadine Fullagar,PC
35-0548738,UK,59043.39,48876.12,27-10-2020,Smartphones,"Murray, Reichel and Nolan",Jessamine Apark,Genevra Charrisson,PC
64-0103144,Ireland,99887.86,84045.65,10-03-2020,Electronics,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,PC
48-7080069,Netherlands,214983.15,180413.86,11-06-2019,Beauty,McClure Inc,Denice Amberg,Nero Harbisher,Tablet
05-2772504,Portugal,52209.31,41480.3,26-03-2019,Beauty,McClure Inc,Celine Tumasian,Corene Shirer,PC
42-2439801,Sweden,83782.11,67310.55,10-02-2019,Electronics,"Christiansen, Donnelly and Bechtelar",Maxie Marrow,Madelon Bront,PC
82-8353642,Portugal,166367.16,135788.88,02-11-2020,Beauty,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,PC
16-5450021,UK,167615.14,135567.12,30-12-2020,Smartphones,Johns and Sons,Jessamine Apark,Winny Agnolo,PC
80-1021367,Sweden,118030.7,97304.51,04-09-2019,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC
03-3076058,Netherlands,102073.04,81770.71,02-03-2020,Outdoors,"Farrell, Swaniawski and Crist",Denice Amberg,Nero Harbisher,Mobile
92-4440351,Finland,99989.89,81191.79,15-11-2019,Appliances,Corwin and Sons,Hube Corey,Wat Bowkley,PC
15-3268783,Sweden,79407.28,64383.42,21-07-2020,Accessories,"Jacobson, Marvin and Brown",Maxie Marrow,Alyosha Meah,PC
44-7664180,France,184431.48,153059.69,07-12-2019,Books,Johns and Sons,Othello Bowes,Ora Grennan,Mobile
92-7042708,Portugal,144725.34,115056.65,15-01-2019,Smartphones,Wisoky Inc,Celine Tumasian,Aurelie Wren,PC
